HD ID,Main ID,HIP ID,HR ID,RA,DEC,Spectral Type,GAIA,GAIA or Hipparcos,Mag,Mag error,LD Diameter [mas],LD Diameter error [mas],Bolometric Flux [10^(-8) erg/s cm^2],Bolometric Flux Error,Bolometric Absolute Magnitude,Parallax [mas],Parallax Error,Distance [pc],Distance error,Radius [R_sun],Radius error,Teff [K],Teff error,Luminosity [L_sun],Luminosity error,Methods of Measurement,Exoplanet Host?,Diameter Sources,Bolometric Flux Sources,ra_deg,dec_deg
HD181827,HD 181827,HIP 95005,,19 19 55.0668,+45 01 55.569,K0,Gaia DR3 2127051015405294592,GAIA,6.938928,0.002758,0.473,0.003,4.8,0.2,,5.3206,0.0146,187.9487276,0.515740973,9.574629898,0.066166898,5038.266695,54.86016683,52.93203749,2.224550592,Opt Int,Not a host,2012ApJ...760...32H,Huber et al. (2012),289.97944499999994,45.0321025
HD177151,HD 177151,HIP 93376,,19 01 06.5479,+48 02 07.980,K0,Gaia DR3 2131503655239675136,GAIA,6.774047,0.002759,0.57,0.008,5.6,0.3,,5.4088,0.0274,184.8838929,0.936588276,11.34998788,0.1693569591,4769.918873,72.12119612,59.75644811,3.257986016,Opt Int,Not a host,2012ApJ...760...32H,Huber et al. (2012),285.27728291666665,48.03555
HD218396,HD 218396,HIP 114189,"HR  8799, HR  8799A",23 07 28.7157,+21 08 03.310,F0+VkA5mA5,Gaia DR3 2832463659640297472,GAIA,5.910741,0.00296,0.342,0.008,10.25,0.05,,24.462,0.0455,40.87973183,0.076037438,1.505759491,0.035333621,7162.577383,84.22698782,5.347349078,0.032804221,Opt Int,Host star,2012ApJ...761...57B,Boyajian et al. (2013),346.86964875,21.134252777777778
HD210027,* iot Peg,HIP 109176,HR  8430,22 07 00.6655,+25 20 42.356,F5V,Gaia DR3 1891598193816300544,GAIA,3.663871,0.003138,1.206,0.053,77.46,0.07,,84.0054,0.2023,11.90399665,0.028666949,1.546185402,0.068052047,6324.076765,138.9692306,3.426586337,0.016791656,"Opt Int, Opt Int",Not a host,"2013..............., 2014ApJ...797..119M",Boyajian et al. (2013),331.75277291666663,25.345098888888888
HD222603,* lam Psc,HIP 116928,HR  8984,23 42 02.8053,+01 46 48.151,A7V,Gaia DR3 2646511813609323008,GAIA,4.465787,0.003315,0.581,0.012,40.22,0.09,,31.197,0.1661,32.0543642,0.170664804,2.005786779,0.042781932,7734.350764,79.98992,12.90075105,0.1403735484,Opt Int,Not a host,2013ApJ...771...40B,Boyajian et al. (2013),355.51168874999996,1.7800419444444444
HD6210,HD   6210,HIP 5021,HR   297,01 04 19.4510,+61 34 48.662,F6V,Gaia DR3 522711508641389184,GAIA,5.692847,0.002777,0.52,0.006,12.38,0.02,,12.7218,0.0301,78.60522882,0.185981338,4.402265638,0.051852286,6089.475718,35.21757111,23.87932858,0.1194014713,Opt Int,Not a host,2013ApJ...771...40B,Boyajian et al. (2013),16.08104583333333,61.58018388888889
HD168151,*  36 Dra,HIP 89348,HR  6850,18 13 53.8328,+64 23 50.225,F5V,Gaia DR3 2161275788716592256,GAIA,4.861512,0.002919,0.7009384615,0.006945945,25.353718,0.023086,,43.1837,0.094,23.15688558,0.050406687,1.748161316,0.017736412,6274.395378,31.12083347,4.244246013,0.01887713,"Opt Int, Opt Int",Not a host,"2013ApJ...771...40B, 2016A&A...586A..94L",Boyajian et al. (2013),273.4743033333333,64.39728472222222
HD219623,HD 219623,HIP 114924,HR  8853,23 16 42.3035,+53 12 48.509,F8V,Gaia DR3 1995681125599758592,GAIA,5.446386,0.002803,0.542,0.016,15.26,0.12,,48.5197,0.0463,20.61018514,0.019667302,1.203102542,0.035534493,6284.78469,93.58354931,2.023563857,0.016374633,Opt Int,Not a host,2013ApJ...771...40B,Boyajian et al. (2013),349.1762645833333,53.21347472222222
HD130948,HD 130948,HIP 72567,HR  5534,14 50 15.8109,+23 54 42.634,F9IV-V,Gaia DR3 1265976524286377856,GAIA,5.729347,0.002794,0.569,0.011,12.09,0.08,,54.9502,0.0343,18.19829591,0.011359405,1.115230026,0.021571043,5786.978325,56.75066736,1.249931866,0.008416759,Opt Int,Not a host,2013ApJ...771...40B,Boyajian et al. (2013),222.56587874999997,23.911842777777775
HD206860,V* HN Peg,HIP 107350,HR  8314,21 44 31.3299,+14 46 18.983,G0V+,Gaia DR3 1772187382746856320,GAIA,5.819592,0.002829,0.53,0.014,11.03,0.07,,55.148,0.0348,18.13302386,0.011442468,1.035064867,0.027349137,5860.131438,77.95440696,1.132177638,0.007325869,Opt Int,Host star,2013ApJ...771...40B,Boyajian et al. (2013),326.13054125,14.771939722222223
HD140538,* psi Ser,HIP 77052,HR  5853,15 44 01.8185,+02 30 54.600,G2.5V,Gaia DR3 4423865487962417024,GAIA,5.700448,0.002807,0.597,0.015,12.46,0.18,,67.6007,0.036,14.79274623,0.007877712,0.9511403434,0.023903366,5692.378356,74.40869208,0.8511659671,0.012329511,Opt Int,Not a host,2013ApJ...771...40B,Boyajian et al. (2013),236.00757708333327,2.5151666666666666
HD38858,HD  38858,HIP 27435,HR  2007,05 48 34.9402,-04 05 40.721,G2V,Gaia DR3 3023711269067191296,GAIA,5.805881,0.002778,0.572,0.009,11.07,0.03,,65.7446,0.0307,15.21037469,0.007102614,0.9370384378,0.014750103,5645.992599,44.58218011,0.7995139397,0.002291755,Opt Int,Not a host,2013ApJ...771...40B,Boyajian et al. (2013),87.14558416666665,-4.094644722222222
HD21019,HD  21019,HIP 15776,HR  1024,03 23 17.7011,-07 47 38.755,G5/6V,Gaia DR3 5168359139139252352,GAIA,6.027313,0.002866,0.606,0.015,9.37,0.02,,26.7913,0.0912,37.32554971,0.127059536,2.436129111,0.060867789,5261.383995,65.17663648,4.075215788,0.029076397,Opt Int,Not a host,2013ApJ...771...40B,Boyajian et al. (2013),50.82375458333333,-7.794098611111111
HD195564,HD 195564,HIP 101345,HR  7845,20 32 23.6946,-09 51 12.184,G2.5IV,Gaia DR3 6904703228801028864,GAIA,5.492333,0.002829,0.712,0.03,14.58,0.09,,40.4241,0.0497,24.73771834,0.030414149,1.896972779,0.079962648,5421.267011,114.5180906,2.785321933,0.01850726,Opt Int,Not a host,2013ApJ...771...40B,Boyajian et al. (2013),308.09872749999994,-9.853384444444444
HD50890,HD  50890,HIP 33243,HR  2582,06 54 58.9171,-02 48 12.922,K2III,Gaia DR3 3102942935963044992,GAIA,5.737208,0.002804,1.005,0.02,14.8,0.5,,3.6718,0.0303,272.3459883,2.247421822,29.47871233,0.6350775744,4580.193348,59.77835856,342.6906652,12.88503946,Opt Int,Not a host,2013ApJ...772...16B,Baines et al. (2013),103.74548791666666,-2.8035894444444445
HIP113715,V* VY And,HIP 113715,,23 01 49.4660,+45 53 09.110,"C3,5J",Gaia DR3 1936071446295889664,GAIA,8.22192,0.004438,2.456,0.005,8.0,0.21,,0.7625,0.0223,1311.47541,38.35528084,346.9045367,10.17008718,2512.231919,16.68367105,4295.452148,275.3901958,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,345.45610833333325,45.88586388888889
HD173291,V* HK Lyr,HIP 91774,,18 42 50.0046,+36 57 30.889,C-N5,Gaia DR3 2096724629284142720,GAIA,6.42999,0.006116,3.945,0.006,31.5,1.01,,1.1328,0.0196,882.7683616,15.27388761,375.0725077,6.514625868,2792.258029,22.48288191,7663.067788,361.5100706,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,280.70835249999993,36.95858027777778
HIP105539,V* YY Cyg,HIP 105539,,21 22 28.7076,+42 23 46.466,"C6,3e",Gaia DR3 1970356452240695040,GAIA,7.917478,0.00626,2.576,0.007,11.8,0.82,,0.7164,0.0192,1395.86823,37.41020382,387.2681193,10.4322594,2703.329516,47.10803278,7177.437959,629.9066011,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,320.61961499999995,42.39624055555556
HD220870,V* EW And,HIP 115743,,23 26 57.3630,+49 30 58.985,"C7,3",Gaia DR3 1942957275304858624,GAIA,7.824372,0.003849,1.904,0.008,8.4,0.35,,0.5892,0.0211,1697.216565,60.77947983,348.0372038,12.549148,2888.269826,30.69192375,7553.572536,625.8944721,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,351.7390125,49.51638472222222
HIP102764,BD+32  3954,HIP 102764,,20 49 16.2071,+33 13 47.199,"C5+,5",Gaia DR3 1869010445422735360,GAIA,7.576691,0.004446,2.902,0.01,15.0,0.56,,0.5462,0.0195,1830.831197,65.36288603,572.2254602,20.52408087,2704.428627,25.66781555,15695.90862,1264.673707,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,312.3175295833333,33.229777500000004
HIP95777,V* AW Cyg,HIP 95777,,19 28 47.5684,+46 02 38.140,"C4,5",Gaia DR3 2126798780566963200,GAIA,6.946672,0.005151,3.387,0.01,23.4,0.77,,0.7959,0.0166,1256.439251,26.20541722,458.3298648,9.654639754,2797.678335,23.38271615,11531.80904,612.6900623,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,292.19820166666665,46.043927777777775
HD19881,HD  19881,HIP 15026,,03 13 38.6447,+47 49 33.876,C-N5+,Gaia DR3 435140973765206016,GAIA,7.693248,0.005492,2.357,0.011,22.3,0.75,,0.6458,0.027,1548.467018,64.73925283,393.081864,16.53627821,3313.582884,28.91388735,16691.96157,1504.405116,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,48.41101958333333,47.82607666666667
HD38218,V* TU Tau,HIP 27135,,05 45 13.7252,+24 25 12.448,C-N4+,Gaia DR3 3428532105884757632,GAIA,6.811749,0.008474,3.894,0.011,27.2,0.89,,0.8482,0.0341,1178.967225,47.39776275,494.4463145,19.92712833,2709.228691,22.48982329,11802.4172,1024.548506,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,86.30718833333331,24.420124444444447
HD70072,V* RY Hya,,,08 20 06.3208,+02 45 56.175,C-N5+,Gaia DR3 3090479662420443008,GAIA,7.729196,0.013987,4.112,0.011,18.1,0.46,,0.6533,0.0443,1530.690341,103.7954724,677.8941914,46.00347803,2381.192491,15.46073591,13238.8985,1826.701644,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,125.02633666666665,2.765604166666667
HD144578,V* RR Her,HIP 78721,,16 04 13.4079,+50 29 56.991,SC5.5-C71e,Gaia DR3 1403481345376841728,GAIA,7.629127,0.007246,1.582,0.015,11.8,1.09,,0.7586,0.0186,1318.21777,32.32118444,224.6027689,5.904430762,3449.599498,81.32370174,6401.104616,669.4418717,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,241.05586624999998,50.49916416666667
HIP31349,V* CR Gem,HIP 31349,,06 34 23.9161,+16 04 30.317,C-N5,Gaia DR3 3357308663215530368,GAIA,7.030561,0.005062,3.864,0.015,52.6,1.12,,0.9417,0.03,1061.909313,33.82954167,441.9223967,14.182584,3207.223983,18.1722144,18516.51271,1243.908301,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,98.59965041666665,16.075088055555554
HD54361,V* W CMa,HIP 34413,HRW 31,07 08 03.4360,-11 55 23.796,C-N5,Gaia DR3 3045373881522901632,GAIA,5.500237,0.007207,4.89,0.016,56.8,1.95,,1.4527,0.0513,688.3733737,24.30891035,362.538712,12.85736771,2906.257347,25.39277497,8402.239505,659.8195279,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,107.01431666666666,-11.923276666666666
HD191783,V* RY Cyg,,,20 10 23.4200,+35 56 49.401,"C5,4",Gaia DR3 2058952006853346944,GAIA,7.770561,0.004733,2.382,0.017,11.5,0.45,,0.8346,0.0192,1198.178768,27.56414133,307.3865365,7.403909197,2793.219049,29.08613274,5153.943742,311.2963666,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,302.5975833333333,35.94705583333333
IRC+40067,V* AC Per,,,03 45 03.4113,+44 46 51.772,C-N5,Gaia DR3 244490845826678144,GAIA,7.896369,0.005533,3.281,0.018,16.5,0.71,,0.7581,0.0296,1319.087192,51.50373417,466.1237146,18.37856814,2604.76942,28.91761563,8962.507774,799.1044057,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,56.26421374999999,44.78104777777778
HD225217,V* SU And,HIP 363,,00 04 36.4075,+43 33 04.727,C-N5,Gaia DR3 384828730421099136,GAIA,7.071786,0.007352,2.577,0.021,17.7,0.6,,0.7254,0.0238,1378.549766,45.22950706,382.6117758,12.93470386,2991.145375,28.12631682,10500.66391,775.5537692,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,1.1516979166666665,43.55131305555555
HIP29896,V* GK Ori,HIP 29896,,06 17 42.0948,+08 31 11.394,C-N5-,Gaia DR3 3325729173140298240,GAIA,7.712343,0.006213,3.5,0.022,18.6,0.66,,0.8124,0.0335,1230.920729,50.75805565,464.0017245,19.35451849,2598.637059,24.45642207,8797.751873,789.8737336,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,94.425395,8.519831666666667
HD186047,V* TT Cyg,HIP 96836,,19 40 57.0158,+32 37 05.756,C-N5-,Gaia DR3 2033371731400197888,GAIA,6.36443,0.005329,3.305,0.024,25.0,0.57,,1.4392,0.0186,694.8304614,8.979882283,247.3271417,3.666439942,2879.391272,19.45947952,3767.873401,129.8656064,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,295.23756583333335,32.61826555555555
HIC95024,V* U Lyr,,,19 20 09.1516,+37 52 36.919,"C4,5e",Gaia DR3 2051292740107634432,GAIA,8.332582,0.024727,3.933,0.024,19.6,0.57,,0.6207,0.0342,1611.08426,88.76926322,682.4387299,37.83164694,2483.724712,19.58335946,15881.48742,1810.028147,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,290.03813166666663,37.87692194444445
HD208512,V* LW Cyg,HIP 108205,,21 55 13.7689,+50 29 49.743,"C5,4e:",Gaia DR3 1979813626637908608,GAIA,7.169425,0.004926,3.954,0.025,27.3,1.04,,0.983,0.0201,1017.293998,20.80123027,433.2161237,9.272053811,2691.062243,27.00425879,8819.707975,492.9314256,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,328.80737041666663,50.497150833333336
HD38572,V* FU Aur,HIP 27398,,05 48 08.1759,+30 37 51.925,C-N6:,Gaia DR3 3444771716528663040,GAIA,6.97922,0.003444,2.664,0.027,34.8,1.08,,1.0177,0.0236,982.6078412,22.7862288,281.9265072,7.134890771,3483.606678,32.28242277,10489.10153,585.3406544,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,87.03406625,30.63109027777778
HD47883,V* VW Gem,HIP 32083,,06 42 08.5866,+31 27 17.560,"C5,4_Ba5",Gaia DR3 937136235919460608,GAIA,7.192674,0.004798,2.187,0.028,15.0,0.73,,0.8069,0.0243,1239.310943,37.32216621,291.9110482,9.552423044,3115.299726,42.82902788,7192.012314,556.9125343,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,100.5357775,31.454877777777778
HD57160,V* BM Gem,HIP 35617,,07 20 59.0073,+24 59 58.086,C-J5-,Gaia DR3 870169071480225664,GAIA,7.4787,0.007439,2.213,0.028,11.1,0.45,,0.7892,0.0286,1267.10593,45.91894273,302.0061606,11.59234713,2872.377072,34.31768865,5563.491384,462.0265215,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,110.24586374999998,24.999468333333333
HD280188,HD 280188,HIP 22670,,04 52 34.8738,+38 30 19.902,"C8,1J",Gaia DR3 198716218254236672,GAIA,7.048564,0.004536,3.399,0.028,49.1,2.59,,1.1501,0.0377,869.4896096,28.50165923,318.300284,10.75823192,3361.214315,46.43731302,11588.01048,975.0853967,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,73.1453075,38.50552833333333
HD33016,V* TX Aur,HIP 23965,,05 09 05.4680,+39 00 08.468,C-N4.5,Gaia DR3 188467429855856768,GAIA,7.52213,0.004715,2.945,0.036,16.0,0.5,,0.7904,0.0284,1265.182186,45.45948139,401.2913814,15.230465,2728.278872,27.06259624,7995.114975,626.5211856,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,77.27278333333332,39.00235222222222
HD48664,HD  48664,,,06 44 40.6968,+03 18 58.809,C-N5+,Gaia DR3 3127314195308034816,GAIA,8.068406,0.009898,2.883,0.04,12.9,0.63,,0.7596,0.0236,1316.482359,40.90176893,408.7720106,13.90895485,2612.922449,36.69198703,6979.404873,551.6026391,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,101.16957,3.316335833333333
HIP25004,LEE  18,HIP 25004,,05 21 13.3728,+07 21 19.365,"C5,3",Gaia DR3 3241334169578902656,GAIA,8.037807,0.003463,3.283,0.042,19.5,0.82,,1.0008,0.0348,999.2006395,34.74438674,353.3011499,13.0901296,2715.029953,33.41094938,6077.690947,493.9308044,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,80.30571999999998,7.355379166666666
HD38521,V* AF Aur,,,05 48 44.3736,+44 54 36.967,"C4,4",Gaia DR3 196839764222630016,GAIA,8.215056,0.009555,2.331,0.046,8.0,0.55,,0.6041,0.0274,1655.355074,75.08149151,415.5802527,20.55616544,2578.711599,51.10587689,6843.383998,778.9290448,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,87.18488999999998,44.91026861111111
IRC+10158,V* BK CMi,,,07 15 38.8895,+05 03 39.652,"C5,5",Gaia DR3 3140401372974448640,GAIA,7.976859,0.008865,2.946,0.046,12.4,0.61,,0.516,0.0321,1937.984496,120.5606634,614.900018,39.43904936,2559.413543,37.28342939,14538.54269,1945.124139,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,108.91203958333332,5.061014444444444
HD34467,HD  34467,HIP 24815,,05 19 10.2066,+35 47 32.424,"C6,3",Gaia DR3 183866454728224256,GAIA,7.691984,0.005871,2.237,0.049,13.6,0.68,,0.7794,0.0275,1283.038235,45.27014556,309.1199594,12.83770742,3005.752028,49.95339097,6989.026707,604.4484307,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,79.79252749999998,35.792339999999996
HD51620,V* RV Mon,HIP 33550,,06 58 21.4892,+06 10 01.558,"C4,5",Gaia DR3 3129703090477853696,GAIA,6.061158,0.007407,3.421,0.062,45.7,2.09,,1.6275,0.0351,614.4393241,13.25150247,226.3880725,6.377492077,3290.818474,48.00913356,5386.080001,338.596511,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,104.58953833333332,6.167099444444445
HD46321,V* RV Aur,HIP 31379,,06 34 44.6266,+42 30 12.770,"C5,3",Gaia DR3 957998747501272448,GAIA,7.740879,0.007449,2.126,0.064,9.2,0.48,,0.7545,0.0226,1325.381047,39.69994919,303.4767895,12.88772136,2796.190401,55.69174695,5045.078561,400.7899004,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,98.68594416666664,42.503547222222224
HD59643,V* NQ Gem,HIP 36623,,07 31 54.5211,+24 30 12.562,"C6,2_CH3",Gaia DR3 868424696282795392,GAIA,7.220501,0.004681,1.499,0.066,15.9,0.42,,0.9516,0.0768,1050.861707,84.81103307,169.6557817,15.59732923,3818.122678,87.75502967,5481.341396,896.5253995,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,112.97717124999998,24.503489444444444
HD247224,HD 247224,,,05 45 26.5282,+15 30 45.304,"C5,4",Gaia DR3 3348170106680271104,GAIA,8.101679,0.003243,1.602,0.069,7.5,0.34,,0.5576,0.0257,1793.400287,82.65851394,309.4291409,19.51967885,3060.803672,74.48676083,7530.335529,773.5530105,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,86.36053416666665,15.512584444444444
HD60826,V* BE CMi,,,07 36 29.1018,+02 04 44.152,"C5,4",Gaia DR3 3135186045725566336,GAIA,7.566968,0.007214,2.396,0.07,10.1,0.46,,0.6951,0.0212,1438.641922,43.87744029,371.2453222,15.67929877,2696.114613,49.93481232,6525.674253,496.7711423,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,114.12125749999997,2.0789311111111113
IRC+50399,V* LQ Cyg,,,21 46 38.6719,+52 34 02.807,"C5-,4",Gaia DR3 2173155840072829440,GAIA,8.541018,0.00342,2.069,0.098,11.6,0.82,,0.6247,0.0229,1600.768369,58.68031959,356.7060289,21.3645938,3003.55553,88.75472495,9279.264873,945.0349136,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,326.6611329166666,52.56744638888889
HD208526,V* RX Peg,,,21 56 22.3386,+22 51 42.567,C-J4.5:,Gaia DR3 1794796743428398720,GAIA,7.220397,0.008379,2.988,0.127,18.4,0.67,,1.2449,0.0222,803.2773717,14.3246507,258.5041926,11.91516947,2804.888313,64.84711179,3706.359003,188.9130391,Opt Int,Not a host,2013ApJ...775...45V,2013ApJ...775...45V,329.0930775,22.86182416666667
HD8879,V* R Scl,HIP 6759,HR   423,01 26 58.0939,-32 32 35.439,C-N5+,Gaia DR3 5016138145186249088,GAIA,4.81754,0.008444,10.05790642,0.004995449,128.0,6.0,,2.5437,0.0786,393.1281205,12.14760792,425.8563874,13.16060686,2482.847874,29.10240579,6175.566235,479.0135406,"Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"2013MNRAS.434..437C, 2017A&A...601A...3W, 2017A&A...601A...3W, 2017A&A...601A...3W, https://ui.adsabs.harvard.edu/abs/2017A%26A...601A...3W/abstract",Diameter source,21.742057916666663,-32.5431775
HD32630,* eta Aur,HIP 23767,HR  1641,05 06 30.8941,+41 14 04.112,B3V,Gaia DR3 201261278441958656,GAIA,3.172348,0.003543,0.453,0.011,831.0,11.0,,14.0208,0.2708,71.32260641,1.377536361,3.479740618,0.1079661853,18674.6542,235.0054647,1319.635619,53.8852202,Opt Int,Not a host,2013MNRAS.434.1321M,2013MNRAS.434.1321M,76.62872541666665,41.234475555555555
HD217675,* omi And,HIP 113726,HR  8762,23 01 55.2645,+42 19 33.533,B6IV/V_sh,Gaia DR3 1931192500887330688,GAIA,3.575974,0.004149,0.508,0.012,383.0,5.0,,9.3051,0.5782,107.4679477,6.677839825,5.879821372,0.39087008,14530.12167,178.0471012,1380.877899,172.5541428,Opt Int,Not a host,2013MNRAS.434.1321M,2013MNRAS.434.1321M,345.48026874999994,42.32598138888889
HD95608,* b Leo,HIP 53954,HR  4300,11 02 19.7756,+20 10 47.424,kA1VmA3V,Gaia DR3 3985219996984723712,GAIA,4.404736,0.00376,0.43,0.016,51.0,1.2,,26.5651,0.3055,37.6433742,0.432900716,1.74332543,0.067895383,9540.24944,186.1534974,22.56035141,0.7423136931,Opt Int,Not a host,2013MNRAS.434.1321M,2013MNRAS.434.1321M,165.58239833333332,20.179840000000002
HD97633,* tet Leo,HIP 54879,HR  4359,11 14 14.4056,+15 25 46.455,A2IV,Gaia DR3 3970052886914547712,GAIA,3.339625,0.004768,0.764389507,0.009170701,147.0,4.0,,20.316,0.3262,49.22228785,0.790328327,4.052266297,0.081221726,9323.380076,84.56132257,111.1832899,4.679816314,Opt Int,Not a host,"2013MNRAS.434.1321M, 2021A&A...652A..26S",2013MNRAS.434.1321M,168.5600233333333,15.429570833333333
HD5448,* mu. And,HIP 4436,HR   269,00 56 45.2090,+38 29 57.603,A6V,Gaia DR3 364785939116867072,GAIA,3.843221,0.003347,0.708,0.012,80.0,5.0,,26.7046,0.6467,37.44673202,0.90684008,2.855411113,0.084402748,8320.650525,147.9015392,35.02002298,2.769033,Opt Int,Not a host,2013MNRAS.434.1321M,2013MNRAS.434.1321M,14.188370833333332,38.49933416666667
HD219080,*   7 And,HIP 114570,HR  8830,23 12 33.0035,+49 24 22.345,F1V,Gaia DR3 1990723839987250176,GAIA,4.438951,0.00289,0.648,0.006,41.0,2.0,,40.294,0.113,24.81759071,0.069598147,1.732032707,0.016756776,7358.848719,95.99122989,7.883184424,0.3870791542,Opt Int,Not a host,2013MNRAS.434.1321M,2013MNRAS.434.1321M,348.1375145833333,49.40620694444444
HD89449,*  40 Leo,HIP 50564,HR  4054,10 19 44.1672,+19 28 15.285,F6IV-V,Gaia DR3 624684408880100992,GAIA,4.657147,0.002978,0.731,0.026,30.9,0.9,,47.1255,0.1679,21.21993401,0.075602952,1.670639982,0.05971822,6455.536561,124.0549588,4.343553065,0.130242238,Opt Int,Not a host,2013MNRAS.434.1321M,2013MNRAS.434.1321M,154.93402999999998,19.470912499999997
HD177756,* lam Aql,HIP 93805,HR  7236,19 06 14.9386,-04 52 57.225,B8.5V,Gaia DR3 4254395871029677952,GAIA,3.433643,0.00433,0.54,0.003,176.201028,1.100040733,,25.6409,0.4211,39.0001911,0.640499377,2.268203205,0.039324291,11606.64345,36.98144792,83.66436174,2.797235646,"Opt Int, Opt Int",Not a host,"2014A&A...570A.104C, 2019ApJ...873...91G","2017AJ…153…16S, 2008ApJS…176…276V",286.56224416666663,-4.882562500000001
HD181907,HD 181907,HIP 95222,HR  7349,19 22 21.5480,-00 15 08.508,K1III,Gaia DR3 4263517110245583360,GAIA,5.505726,0.002855,1.089,0.023,29.5,4.3,,9.4234,0.1566,106.1188106,1.763504228,12.44634166,0.3344875472,5228.089068,198.3534315,103.706352,15.50450793,Opt Int,Not a host,2014ApJ...781...90B,2014ApJ...781...90B,290.5897833333333,-0.25236333333333333
HD163588,* ksi Dra,HIP 87585,HR  6688,17 53 31.7295,+56 52 21.510,K2III,Gaia DR3 1421593566062037120,GAIA,3.384271,0.003156,3.116,0.008,127.0,0.6,,29.0603,0.1155,34.41120704,0.13676715,11.54832029,0.05464213,4451.984252,7.765976938,46.94638202,0.4341118209,Opt Int,Not a host,2014ApJ...781...90B,2014ApJ...781...90B,268.38220624999997,56.87264166666667
